"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Product Type","Expiry Date","Approval Class","PIN Support","Key Management","Prompt Control","PIN Entry Technology","Functions Provided","not_marketed"
"PAVO Teknik Servis Elektrik Elektronik Sanayi Ve Ticaret A.S.","iDE280","iDE2xx-02Txxxxx, iDE2xx-12Txxxxx (with CTLS)","820518 V12.xx","820365v02.xx (Key schemes),. 820528V02.xx (SRED),. 820175v01.xx (OP),. 844577v01.xx (OP)","4-30177","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAVO Teknik Servis Elektrik Elektronik Sanayi Ve Ticaret A.S.","IWE280 / 4-20262","IWE2xx-01Txxxxx, IWE2xx-11Txxxxx","820518 V01.xx, 820365V02.xx, SRED (CTLS) : 820528V02.xx","844577V01.x (OP)","4-20292","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S78","S78-xxx-201","S78 PED 2.1","","4-60035","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","","0"
"PAX Computer Technology (Shenzhen) Co Ltd","P58","P58-xxx-201","P58 PED 2.1","","4-60048","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","","1"
"PAX Computer Technology (Shenzhen) Co Ltd","MT30","MT30-xxx-201","MT30 PED 2.1","","4-60042","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S58","S58-XXX-201","S58 PED 2.1","","4-60065","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","T52","T52-xxx-201","T52 PED 2.1","","4-60078","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S60-T/S","S60T/S-XXX-XX2-01-XX","S60 PED 2.1","","4-60079","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S80","S80-xxx-xx2-1xxx","S90 PED 2.1","","4-60068","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S90","S90-XXX-XX2-1XXX","S90 PED 2.1","","4-60067","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","SP30","SP30-XXX-XX2-1XXX","SP30 PED 2.1","","4-60049","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","SP20","SP20-202","SP20 PED 2.0, SP20 PED 3.0, SP20 PED 3.1","","4-60020","2.x","PED","30 Apr 2017","PED","Online","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D900","D900-xxx-xx3-0xxx","SRED: PaxMe 3.0","","4-40076","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","1"
"PAX Computer Technology (Shenzhen) Co Ltd","S200","S200-X3X-XXX","S200 PED 3.1","","4-60153","3.x","PED","30 Apr 2020","PED","Online","MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D300","D300-xxx-xx3-0xxx","D300 PED V3.1","","4-60156","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry","1"
"PAX Computer Technology (Shenzhen) Co Ltd","SP30","SP30-xxx-xx3-0xxx","SP30 PED 3.1, Monitor v3.08","","4-40106","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,CTLS","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S300","S300-abc-dx3-1xxx  (where a=0, M b=0, G, C, T, W, E c=0, L, A and D=0, 3)","SRED (CTLS): Prolin 21.3xx.xxx.xxx.1xx (Boot 1.0.0 PED 001)","","4-40109","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED,CTLS","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S300, S300 (MOS)","S300-abc-dx3-0xxx (where a=0, M b=0, G, C, T, W, E c=0, L, A and d=0, 3)","SRED (CTLS): Prolin 21.3xx.xxx.xxx.1xx (Boot 1.0.0 PED 001), 3.02.xx","","4-40094","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S900, S900 (MOS)","S900-abc-dx3-0xxx (where a=0, M b=0, G, C, T, W, E c=0, W and d=0, 3)","SRED (CTLS): Prolin 21.3xx.xxx.xxx.1xx (Boot 1.0.0 PED 001), 3.02.xx","","4-40089","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","N/A","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S800, S800 (MOS)","S800-abc-dx3-0xxx (where a=0, M b=0, G, C, T, W, E, c=0, L, A and d=0, 3)","SRED (CTLS): Prolin 21.3xx.xxx.xxx.1xx (Boot 1.0.0 PED 001), 3.02.xx","","4-40088","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","SP20","SP20-X3X-XXX","SP20 PED 3.1","","4-40102","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,CTLS,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D200 Fly","D200-xxx-xx3-1xxx","SRED (CTLS): 13.02.xx, 13.03.xx","","4-30134","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S80","S80-MGL-xx3-0xxx, S80-MCL-xx3-0xxx, S80-MTL-xx3-0xxx, S80-MWL-xx3-0xxx, S80-MEL-xx3-0xxx, S80-M0L-xx3-0xxx, S80-MGW-xx3-0xxx, S80-MCW-xx3-0xxx, S80-MTW-xx3-0xxx, S80-MWW-xx3-0xxx, S80-MEW-xx3-0xxx, S80-M0W-xx3-0xxx, S80-MGA-xx3-0xxx, S80-MCA-xx3-0xxx, S80-MTA-xx3-0xxx, S80-MWA-xx3-0xxx, S80-MEA-xx3-0xxx, S80-M0A-xx3-0xxx, S80-MG0-xx3-0xxx, S80-MC0-xx3-0xxx, S80-MT0-xx3-0xxx, S80-MW0-xx3-0xxx, S80-ME0-xx3-0xxx, S80-M00-xx3-0xxx, S80-0GL-xx3-0xxx, S80-0CL-xx3-0xxx, S80-0TL-xx3-0xxx, S80-0WL-xx3-0xxx, S80-0EL-xx3-0xxx, S80-00L-xx3-0xxx, S80-0GW-xx3-0xxx, S80-0CW-xx3-0xxx, S80-0TW-xx3-0xxx, S80-0WW-xx3-0xxx, S80-0EW-xx3-0xxx, S80-00W-xx3-0xxx, S80-0GA-xx3-0xxx, S80-0CA-xx3-0xxx, S80-0TA-xx3-0xxx, S80-0WA-xx3-0xxx, S80-0EA-xx3-0xxx, S80-00A-xx3-0xxx, S80-0G0-xx3-0xxx, S80-0C0-xx3-0xxx, S80-0T0-xx3-0xxx, S80-0W0-xx3-0xxx, S80-0E0-xx3-0xxx, S80-000-xx3-0xxx, S80-xxx-xx3-1xxx","S80 PED 3.1, 3.02.xx, 3.03.xx","","4-40083","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S90","S90-MGW-xx3-0xxx, S90-MCW-xx3-0xxx, S90-MTW-xx3-0xxx, S90-MWW-xx3-0xxx, S90-MEW-xx3-0xxx, S90-M0W-xx3-0xxx, S90-MG0-xx3-0xxx, S90-MC0-xx3-0xxx, S90-MT0-xx3-0xxx, S90-MW0-xx3-0xxx, S90-ME0-xx3-0xxx, S90-M00-xx3-0xxx, S90-0GW-xx3-0xxx, S90-0CW-xx3-0xxx, S90-0TW-xx3-0xxx, S90-0WW-xx3-0xxx, S90-0EW-xx3-0xxx, S90-00W-xx3-0xxx, S90-0G0-xx3-0xxx, S90-0C0-xx3-0xxx, S90-0T0-xx3-0xxx, S90-0W0-xx3-0xxx, S90-0E0-xx3-0xxx, S90-000-xx3-0xxx, S90-xxx-xx3-1xxx","S90 PED 3.1, 3.03.xx","","4-40082","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S60","S60x-xxx-xx3-0xxx, S60x-xxx-xx3-1xxx","S60 PED 3.1, Monitor v3.08, 3.03.xx","","4-40104","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S78","S78-xxx-xx3-0xxx, S78-xxx-xx3-1xxx","S78 PED 3.1, Monitor v3.08, 3.02.xx, 3.03.xx","","4-40103","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S58","S58-xxx-xx3-0xxx, S58-xxx-xx3-1xxx","S58 PED V3.1, Monitor V3.08, 3.03.xx","","4-40105","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S500","S500-xxx-xx4-0xxx","4.00.xx","","4-40151","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D200","D200-000-xx3-0xxx, D200-xxx-xx3-0xxx","1.5, SRED: (CTLS):  1.6","","4-60147","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D210","D210-000-xx3-0xxx, D210-xxx-xx3-0xxx","D210 PED 1.2, SRED (CTLS):  D210 PED V1.3","","4-60148","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D210","D210-xxx-xx4-0xxx","4.00.xx","","4-40157","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S920, S920 L","S920-xxx-xx4-0xxx, S920-xxx-xx4-1xxx","Prolin OS: 14.00.xx, Prolin Boot: 2.0.x","","4-30159","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D180, PD40-100","D180-abc-dx3-0xxx, (where a=0; b=0, B; c=0 and d=0;R), D180-abc-dx3-1xxx, (where a=0 b=0; B c=0 and d=0;R)","SRED (CTLS):  3.01.xx, 3.02.xx","","4-40124","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D150","D150-xxx-xx4-0xxx","4.00.xx","","4-40174","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","Display,ICCR,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","MT30","MT30-xxx-ax4-0xxx (a=R CTLS support, 0 no CTLS support)","4.00.xx","","4-30209","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","Q80, Q80 L","Q80-xxx-ax4-1xxx  (a= R CTLS support; a=0 no CTLS support), Q80-xxx-ax4-0xxx  (a= R CTLS support; a=0 no CTLS support)","14.00.xx xxxx, Boot version 4.0.xx.xxxx","","4-30210","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","Px5","PX5-xxx-ax4-0xxx (a=R CTLS support, 0 no CTLS support)","14.00.xx, Boot: 2.0.x, Firmware: 14.01.xx xxxx, Boot: 3.0.xx.xxxx, Firmware: 14.02.xx xxxx","","4-30162","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","Px7","PX7-xxx-ax4-0xxx (a=R CTLS support; 0 no CTLS support), PX7-xxx-ax4-1xxx (a=R CTLS support; 0 no CTLS support)","14.00.xx, Boot: 2.0.x, 14.01.xx xxxx, Boot: 3.0.xx.xxxx, 14.02.xx xxxx","","4-30163","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S900 ECR, S900","S901-0xa-bx4-0xxx (a=L Ethernet, 0 not Ethernet / b=3 CTLS support, 0 no CTLS support), S901-0xa-bx4-1xxx (a=L Ethernet, 0 not Ethernet / b=3 CTLS support 0 no CTLS support), S900-xxx-3x4-0xxx (with CTLS support), S900-xxx-0x4-0xxx (no CTLS support)","14.00.xx xxxx, 14.01.xx xxxx","","4-30204","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S300","S300-xxx-0x4-0xxx (w/o CTLS), S300-xxx-3x4-0xxx (with CTLS)","14.01.xx xxxx","","4-30224","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S800","S800-xxx-0x4-0xxx (w/o CTLS), S800-xxx-3x4-0xxx (with CTLS)","14.01.xx xxxx","","4-30225","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","A920","A920-xxx-xx4-0xxx","24.00.xxxx","","4-40183","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","SP20 V4","SP20-x4a-xxx (a=1 CTLS support;a=0 no CTLS support)","4.00.xx","","4-30229","4.x","PED","30 Apr 2023","PED","Online","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,CTLS,PIN Entry,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S80","S80-xxx-3x4-0xxx (CTLS support), S80-xxx-0x4-0xxx (Non CTLS )","4.00.xx","","4-40184","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S90","S90-xxx-0x4-0xxx Non CTLS, S90-xxx-3x4-0xxx CTLS","4.00.xx","","4-40185","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S58","S58-xxx-2x4-0xxx CTLS, S58-xxx-0x4-0xxx Non CTLS","4.00.xx","","4-40186","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","SP30","SP30-xxx-2x4-0xxx, CTLS, SP30-xxx-0x4-0xxx Non CTLS","4.00.xx","","4-40187","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D220","D220-xxx-xx4-0xxx","14.00.xx xxxx","","4-40188","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S60-S, S60-T","S60S-xxx-0x4-0xxx, S60S-xxx-2x4-0xxx, S60T-xxx-0x4-0xxx, S60T-xxx-2x4-0xxx","4.00.xx","","4-40189","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S78","S78-xxa-0x4-0xxx (no CTLS support; a=L for LAN; a=W for WIFI; a=A for LAN and WIFI; a=0 for none.), S78-xxa-2x4-0xxx (with CTLS support; a=L for LAN; a=W for WIFI; a=A for LAN and WIFI; a=0 for none.)","4.00.xx","","4-30243","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S900(MOS)","S900-xab-0x4-0xxx (no CTLS support; a=G: GPRS; B: BlueTooth; Y: GPRS+Bluetooth; W: WCDMA; P: WCDMA+Bluetooth; 0: None; b= W: WiFi; 0: None), S900-xab-3x4-0xxx (with CTLS support; a=G: GPRS; B: BlueTooth; Y: GPRS+Bluetooth; W: WCDMA; P: WCDMA+Bluetooth; 0: None; b= W: WiFi; 0: None)","4.00.xx","","4-30244","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S300(MOS)","S300-xxx-0x4-0xxx (w/o CTLS), S300-xxx-3x4-0xxx (with CTLS)","4.00.xx","","4-30245","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S800(MOS)","S800-xxa-0x4-0xxx (no CTLS support; a=L: Ethernet; W: WiFi; A: Ethernet+WiFi, 0: None), S800-xxa-3x4-0xxx (with CTLS support; a=L: Ethernet, W: WiFi; A: Ethernet+WiFi; 0: None)","4.00.xx","","4-30246","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","D200, D200 T, D200 K","D200-xxx-0x4-bxxx (no CTLS support; b= 0 color screen LCD support; =1 touch color LCD support), D200-xxx-3x4-bxxx (CTLS support; b= 0 color screen LCD support; =1 touch color LCD support), D200-xxx-0x4-bxxx (no CTLS support; b= 2 color screen and physical keypad), D200-xxx-3x4-bxxx (CTLS support; b= 2 color screen and physical keypad)","14.01.xx xxxx","","4-30233","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"PAX Computer Technology (Shenzhen) Co Ltd","S910, S910 L","S910-xxx-xx4-0xxx, S910-xxx-xx4-1xxx","4.00.xx","","4-40163","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Payment Express Limited","SCR200","SCR200RM Release X","DPSSCR200 v1.2xx (SRED), DPS Secure Bootloader V2.2, DPSSCR200 v1.3.x.x","","4-40086","3.x","OEM SCR","30 Apr 2020","SCR","N/A","DUKPT","N/A","N/A","ICCR,MSR,SRED","0"
"Payment Express Limited","SKP200E","SKP200E - Release C","DPSSKP200E v1.3xx, SKP200E - RELEASE C06","","4-40127","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Physical Keypad","Display,PIN Entry","0"
"Payment Express Limited","SKP200 and SCR200","SKP200 Release X and SCR200RM Release X, SKP200 Release X and SCR200 Release X, SKP200-RM and SCR200RM","DPSSKP200 v1.0xx and DPSSCR200 v1.2xx, DPSSKP200 v1.3.x.x and DPSSCR200 v1.3.x.x","","4-40077","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Payment Express Limited","SCR200E","SCR200E - RELEASE B, SCR200E - RELEASE B01, SCR200E - RELEASE C","1.3.x.x","","4-40135","3.x","OEM SCR","30 Apr 2020","SCR","N/A","DUKPT","N/A","N/A","ICCR,MSR,SRED","0"
"Payment Express Limited","CHU200","AB018X-BXX","1.3.X.X","","4-40197","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"PayTec AG","Primus Self Park","PT-A101-02-XX","security.boot 3.0.x","Mandatory: security.app.emvpin 1.1.x  Optionally: security.app.emvoda 1.0.x, security.app.emv 1.1.x, security.app.ep2sec 1.0.x","4-20138","2.x","OEM PED","30 Apr 2017","PED","Offline only","","Vendor-controlled","Physical Keypad","","0"
"PayTec AG","PayVen Small","PT-A104-01-xx","3.0.x","Application (mandatory):. security.app.emvpin 1.1.x. Application (optionally):. security.app.emvoda 1.0.x,. security.app.emv 1.1.x,. security.app.ep2sec 1.0.x","4-20171","2.x","OEM PED","30 Apr 2017","PED","Online &amp; Offline","DUKPT","N/A","Physical Keypad","N/A","0"
"PayTec AG","Primus Desk","PT-D102-01-XX","security.boot 3.0.x","Application Version Number:. Application (mandatory):security.app.emvpin 1.x.x Application(optionally):security.app.emvoda 1.0.x,. security.app.emv 1.1.x, security.app.ep2sec 1.0.x.","4-20153","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","DUKPT","N/A","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PayTec AG","Davinci 2","PT-D101-02-xx","3.1.x","Application (mandatory):. security.app.emvpin 1.1.x. Application (optionally):. security.app.emvoda 1.0.x,. security.app.emv 1.1.x,. security.app.ep2sec 1.0.x","4-20172","2.x","PED","30 Apr 2017","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"PayTec AG","PayVen Small","PT-A102-01-xx, PT-A102-01-xx0x, PT-A102-01-xxMx","4.xx.yy","","4-20241","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP","0"
"PayTec AG","Primus clever","Non-PED:	PT-A103-xx-xx, Manual Card Reader CR1: PT-A102-01-01, Motorized Card Reader (approval number 4- 20241) CR2: PT-A102-01-xxMx","SRED: 4.xx.yy","","4-20271","3.x","Non PED","30 Apr 2020","Non PED","N/A","DUKPT","N/A","N/A","ICCR,MSR,OP,SRED","0"
"PayTec AG","Primus Desk","PT-D102-02-xy","SRED: 4.xx.yy","","4-20272","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"PayTec AG","Primus Self Park (OEM)","PT-A101-03-XX","4.xx.yy","Mandatory: . security.app.emvpin 1.1.x . . Optional:.  security.app.emvoda 2.x.x,. security.app.emv 2.x.x,. security.app.ep2sec 1.2.x","4-20300","4.x","OEM PED","30 Apr 2023","PED","Offline","","N/A","Physical Keypad","ICCR,MSR,PIN Entry","0"
"Payway","PCT-1100 (KC3)","1.3, 3.0","Bootloader Ver. 2.0.6; BIOS Ver. 2.0.1","Kernel Ver. 2.6.20-5; Middleware Ver. 2.0.3","4-40123","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
